text,label
i expect a restitution of refund amount dollars,26
i need help to check when my package is going to arrive,13
update details on freemium account,14
updating account category accojnt,14
mldifying pro account,14
i have a question about a shipping address change,2
i want help to switch to the standard account,24
i would like to delete my premium account,11
i want information about my platinum account termination,11
i do not know how i can make a customer reclamation,7
i expect a compensation of refund amount dollars,26
assistance listing the payment options,5
help to shop an article,19
where can i enter the new shipping address?,23
i want assistance to write an opinion about a service,22
help me speaking with a person,9
there are issues setting another delivery address up,23
create account type account,10
i need assistance to leave a review about ur company,22
where to report probles with online payment,18
i call to get the bills from person name,15
i do not know how i can notify of errors with payment,18
in what cases can i ask foir a refund?,6
assistance with cancelling purchase order number,0
